StudentID,Gender,ParentalBackground,ExtracurricularActivities,PreviousGPA,Attendance,SelfStudy,StudyHours,CurrentGPA
10629566,Female,Doctorate,Yes,2.48,93.1,Yes,19,2.44
10807369,Female,Bachelor's,No,3.17,80.3,Yes,10,3.12
8013805,Male,Doctorate,No,3.15,89.54,Yes,17,3.5
16154544,Female,Master's,Yes,3.06,92.28,No,18,2.94
2221816,Male,Doctorate,Yes,2.15,86.63,Yes,14,2.65
14851601,Female,High School,Yes,3.7,90.15,No,25,3.97
15761384,Female,Doctorate,No,2.74,97.6,No,18,2.35
10475933,Female,High School,Yes,2.66,99.84,No,13,2.99
6999135,Male,High School,Yes,3.75,80.62,No,10,3.65
9385867,Female,Bachelor's,Yes,3.25,81.18,Yes,6,3.03
12467683,Male,High School,Yes,3.88,82.18,Yes,22,3.97
12099741,Male,Doctorate,Yes,3.69,76.34,Yes,7,3.82
11080738,Male,Bachelor's,Yes,3.24,84.86,No,19,2.84
8252226,Male,Associate's,No,2.28,79.36,Yes,20,2.72
3076148,Male,Doctorate,No,3.94,80.17,Yes,14,3.87
12353163,Female,High School,No,2.94,95.3,No,6,3.22
13440060,Female,Associate's,Yes,2.74,75.98,Yes,8,3.16
13886686,Male,High School,No,2.46,96.14,Yes,18,1.8
4833271,Female,Bachelor's,Yes,2.11,88.7,Yes,9,2.73
2259738,Female,Doctorate,Yes,2.7,82.65,No,19,2.76
4859113,Female,Bachelor's,Yes,3.75,82.87,No,7,3.64
9112396,Male,High School,No,3.85,92.26,No,14,3.68
8814443,Female,Master's,No,2.8,83.93,No,24,3.81
6618859,Male,Doctorate,No,3.33,95.96,No,11,3.43
8057588,Female,Master's,Yes,2.27,98.24,No,6,2.12
8452123,Female,Associate's,Yes,3.79,92.79,No,16,3.63
13706731,Male,Associate's,No,3.08,93.63,Yes,25,3.17
13490558,Female,Doctorate,Yes,2.97,81.75,No,6,2.62
3677370,Female,Bachelor's,No,3.2,86.67,No,10,2.25
12462110,Male,Associate's,Yes,2.4,85.06,Yes,20,2.14
10456993,Female,Associate's,No,3.64,78.47,Yes,17,3.84
11064066,Male,Master's,No,3.68,79.5,Yes,6,3.84
15167082,Female,Associate's,No,2.14,90.89,No,24,1.82
13639990,Female,High School,Yes,3.25,78.45,Yes,9,3.79
6661661,Female,High School,No,2.15,82.34,Yes,20,1.96
6652143,Female,Bachelor's,No,2.13,90.79,No,15,1.77
780795,Female,High School,Yes,3.31,83.31,Yes,21,3.57
12273004,Male,Bachelor's,Yes,2.88,98.94,Yes,23,3.17
2978909,Female,High School,No,2.45,83.82,Yes,8,2.59
14752701,Male,Associate's,No,3.17,79.8,No,14,3.47
7416678,Male,Doctorate,No,3.99,85.35,Yes,20,3.98
8740356,Female,High School,No,2.93,93.64,No,6,3.34
938367,Female,High School,No,2.11,90.04,No,21,1.88
15584473,Male,Associate's,Yes,3.12,78.33,No,7,2.26
9046059,Male,Doctorate,No,3.41,99.16,No,19,2.86
428586,Female,Doctorate,No,2.74,89.02,No,25,2.64
107747,Female,Master's,No,2.17,85.45,No,20,1.97
1442420,Male,Associate's,No,2.78,89.72,Yes,8,3.93
15119998,Female,Master's,Yes,3.72,82.02,Yes,11,3.97
6862108,Male,Associate's,Yes,2.28,75.26,Yes,15,2.75
15623432,Female,Associate's,Yes,3.63,85.08,Yes,20,3.59
15352131,Female,Bachelor's,Yes,3.96,87.51,No,24,3.95
3894826,Female,Associate's,Yes,2.42,98.64,Yes,25,2.57
7801044,Male,Bachelor's,Yes,2.15,78.66,Yes,16,2.61
10495174,Female,Associate's,No,3.38,84.54,No,7,2.37
6644732,Male,High School,No,2.68,83.46,Yes,13,3.01
13604486,Male,Master's,No,2.01,76.76,No,17,2.19
3886703,Female,Associate's,No,3.64,82.47,Yes,20,3.12
7075060,Male,Master's,Yes,2.89,76.83,Yes,8,3.36
952873,Male,Bachelor's,No,2.8,77.76,Yes,8,3.11
13305890,Male,Associate's,Yes,2.64,99.46,Yes,17,2.9
5891020,Female,High School,Yes,2.99,76.09,Yes,6,3.02
6526296,Female,Master's,No,3.05,82.06,Yes,15,2.61
7442402,Female,Doctorate,Yes,2.23,86.06,No,6,2.72
9310280,Female,Associate's,Yes,2.26,86.86,No,8,2.51
8890940,Female,Bachelor's,No,2.29,77.24,Yes,24,1.94
2447937,Female,Doctorate,Yes,2.65,85.53,Yes,8,1.96
6572673,Female,High School,Yes,2.71,85.52,No,21,2.74
8791132,Female,Master's,No,2.32,78.98,No,25,3.22
4189493,Female,Doctorate,Yes,3.5,75.29,Yes,25,2.31
650235,Male,Bachelor's,Yes,3.56,94.77,No,9,3.29
9387618,Male,Doctorate,Yes,2.83,95.32,No,23,2.63
4512218,Female,Doctorate,No,3.82,87.46,No,21,3.82
10377518,Male,Master's,Yes,2.96,94.58,Yes,6,3.62
13334691,Female,High School,No,3.46,92.33,No,24,2.69
12116748,Female,Bachelor's,Yes,3.38,78.15,Yes,22,3.58
11583068,Male,Doctorate,No,3.36,96.73,No,7,3.15
15322887,Female,High School,Yes,2.28,99.3,No,23,2.01
16110752,Female,Bachelor's,No,3.5,85.11,Yes,16,2.88
514054,Male,Doctorate,Yes,2.74,87.99,Yes,24,3.74
168892,Female,Doctorate,Yes,2.36,88.07,No,6,1.91
15993096,Female,Associate's,Yes,3.19,75.39,Yes,19,3.52
8407861,Female,Bachelor's,No,2.46,75.36,Yes,23,2.2
5296094,Female,High School,Yes,2.13,75.49,No,14,3.32
255628,Male,High School,No,3.4,87.8,Yes,19,3.77
16681106,Male,Doctorate,No,2.36,95.48,Yes,11,1.85
15953296,Male,Bachelor's,Yes,3.24,89.47,No,7,3.08
11242611,Male,Associate's,Yes,2.82,77.88,Yes,24,3.57
12381769,Male,High School,No,2.11,76.83,No,19,1.91
714972,Male,Bachelor's,No,2.09,75.78,No,16,1.86
142240,Male,Doctorate,No,2.46,88.52,No,21,2.3
15277535,Male,High School,Yes,2.44,82.38,Yes,19,2.15
5091906,Male,Bachelor's,Yes,2.5,89.61,Yes,14,2.51
16656329,Female,Associate's,No,2.2,79.86,No,7,2.46
14575207,Female,Master's,Yes,2.08,96.94,No,15,1.75
14514032,Female,High School,Yes,2.76,92.67,Yes,12,3.31
11219818,Female,High School,Yes,3.99,92.35,Yes,14,3.96
9630014,Male,Doctorate,Yes,3.56,83.26,No,23,3.19
14594628,Male,Associate's,Yes,2.41,78.48,No,12,2.07
15682397,Female,Doctorate,Yes,3.92,78.12,Yes,14,3.94
4529915,Male,Bachelor's,No,3.12,89.68,Yes,19,3.26
6718748,Male,Master's,Yes,2.93,86.75,No,15,2.78
9009892,Female,Associate's,No,2.88,80.6,No,15,3.56
763656,Male,Bachelor's,Yes,2.82,82.55,Yes,13,2.65
5691351,Female,Associate's,Yes,2.82,75.85,No,11,2.2
2856926,Female,Bachelor's,Yes,3.63,95.11,Yes,11,3.26
8406163,Male,Bachelor's,Yes,2.89,87.09,No,20,2.36
4767322,Male,Master's,Yes,2.11,80.31,Yes,25,1.69
3691912,Female,Associate's,No,2.11,98.48,Yes,20,2.07
9976580,Female,Doctorate,No,3.05,98.74,Yes,24,2.83
5417065,Female,Doctorate,Yes,2.44,88.74,No,24,1.83
6043823,Female,Doctorate,Yes,3.86,87.51,Yes,22,3.9
16445979,Female,High School,Yes,3.83,97.1,Yes,8,3.75
6373050,Male,High School,No,3.8,84.48,Yes,16,3.97
11588122,Male,Master's,No,3.92,81.81,No,7,3.59
7923705,Female,Associate's,No,3.98,90.19,No,11,3.62
371808,Male,High School,Yes,3.71,78.87,No,15,2.56
5287162,Male,Bachelor's,Yes,3.29,86.12,Yes,25,3.56
3071017,Female,Master's,No,3.18,99.71,No,17,2.5
16136257,Female,Doctorate,Yes,2.76,82.71,No,7,3.39
8786198,Female,Bachelor's,Yes,2.09,85.05,No,15,2.31
8814301,Female,Doctorate,Yes,3.28,78.91,No,23,3.45
12922318,Female,Bachelor's,No,3.86,77.53,No,23,3.52
6631055,Male,High School,No,2.7,83.47,Yes,8,2.95
8667017,Male,Associate's,Yes,2.28,98.27,Yes,25,1.95
5322750,Female,Associate's,Yes,3.77,89.51,Yes,22,3.73
8021256,Female,Associate's,No,2.28,94.18,No,6,3.65
6330333,Female,High School,Yes,2.81,77.31,No,10,2.49
3066872,Male,Master's,No,3.31,96.95,Yes,17,3.55
3159560,Male,Bachelor's,Yes,2.07,93.67,No,24,1.93
15576015,Male,Master's,Yes,3.42,84.22,No,11,2.23
2298426,Male,High School,Yes,2.89,83.57,Yes,18,1.74
14920430,Female,Associate's,Yes,3.12,84.84,Yes,6,2.79
13524854,Female,Associate's,Yes,3.82,86.83,No,25,3.94
15478697,Male,Bachelor's,No,2.09,97.39,No,22,1.76
8172545,Female,Associate's,No,2.6,86.41,Yes,7,3.51
10536765,Male,Doctorate,No,3.88,88.91,Yes,22,3.98
6892889,Male,Doctorate,No,2.88,94.88,Yes,6,2.23
6586719,Male,Associate's,No,3.88,88.17,No,9,3.58
15221277,Female,High School,No,2.12,85.03,No,16,2.6
11343196,Female,High School,Yes,2.29,98.51,Yes,24,3.26
13144418,Male,Associate's,No,2.08,94.45,Yes,13,1.71
7512229,Female,Master's,No,2.79,88.28,Yes,22,3.11
11274348,Female,Master's,No,3.39,85.12,Yes,24,3.36
3948848,Female,Associate's,Yes,3.29,75.78,No,7,3.79
10081030,Male,Associate's,Yes,2.3,75.54,Yes,9,2.31
10947088,Female,Doctorate,Yes,3.64,99.05,No,18,3.43
3959651,Female,Doctorate,Yes,2.47,94.73,No,20,2.71
50392,Male,High School,No,2.46,93.76,No,24,2.95
1007359,Female,Doctorate,No,2.93,88.42,Yes,25,2.63
8560347,Female,Associate's,Yes,3.6,91.01,Yes,13,3.92
4586341,Female,Master's,Yes,2.02,93.24,No,16,2.58
15594987,Male,Master's,No,3.67,84.19,Yes,7,3.04
1687454,Male,Doctorate,Yes,3.6,90.85,Yes,21,3.24
5669149,Male,Associate's,No,3.76,94.31,Yes,20,3.9
16457065,Male,High School,No,2.43,88.86,No,8,2.68
3576093,Female,Associate's,No,2.77,80.67,Yes,21,2.55
6334968,Female,Bachelor's,No,2.28,81.95,No,10,2.3
834846,Female,Associate's,No,2.57,76.77,No,25,1.69
11913842,Male,Master's,No,2.58,99.51,No,10,3.56
12158129,Female,Associate's,No,2.05,94.91,Yes,20,1.62
357432,Female,High School,Yes,3.77,81.25,No,7,3.52
8343576,Female,Associate's,No,2.75,85.68,Yes,7,2.79
7978150,Male,Doctorate,No,3.0,77.41,No,24,3.71
10214122,Female,Doctorate,Yes,3.89,98.9,Yes,6,3.93
15621460,Female,Bachelor's,Yes,2.65,75.2,No,22,2.87
11146529,Female,Master's,Yes,3.36,78.48,Yes,9,2.88
13173241,Female,Bachelor's,No,3.28,78.11,Yes,24,3.86
63339,Male,Bachelor's,No,3.89,94.04,No,14,3.83
1614520,Male,Associate's,No,3.03,97.49,No,11,3.09
15384786,Female,Associate's,No,3.15,88.18,No,9,3.0
1831148,Female,Bachelor's,No,3.73,98.18,No,17,3.52
10450017,Female,High School,Yes,2.08,95.56,No,19,1.76
15817905,Female,Bachelor's,No,2.19,89.08,No,15,2.58
2069831,Male,Master's,No,3.49,79.65,No,25,3.84
8088116,Female,Doctorate,No,2.27,82.0,Yes,24,2.59
1824265,Female,Master's,Yes,3.42,84.29,No,10,3.49
2753572,Male,Associate's,Yes,3.12,75.51,Yes,25,2.62
2921773,Male,Bachelor's,No,2.35,84.44,No,13,2.17
13356689,Female,Master's,No,3.02,91.7,No,16,2.6
11818393,Male,Bachelor's,No,3.36,89.63,Yes,24,2.86
15722415,Female,Associate's,No,3.86,93.92,Yes,23,3.84
10268485,Female,High School,No,2.6,77.57,Yes,14,3.17
6559232,Male,Doctorate,No,3.76,85.64,No,7,3.87
13073655,Female,Associate's,No,2.17,94.97,Yes,14,2.11
11381326,Male,Bachelor's,Yes,3.33,99.68,No,15,3.95
7229561,Female,Master's,No,2.79,87.34,No,15,3.0
12134266,Female,Doctorate,No,3.9,86.53,No,12,3.96
9727358,Male,Doctorate,No,2.05,79.76,No,14,1.98
3256551,Male,Master's,No,3.22,81.21,Yes,22,3.16
9739800,Female,Master's,Yes,3.08,94.42,Yes,13,2.34
8493999,Female,Master's,Yes,3.33,98.81,No,19,3.55
7389888,Male,Master's,No,2.86,75.36,No,24,3.33
12483344,Female,Associate's,No,3.38,86.36,No,18,3.34
7704769,Male,Associate's,Yes,2.02,79.7,Yes,25,1.76
4725443,Male,Bachelor's,No,2.1,93.23,No,18,2.24
9236937,Female,Doctorate,No,2.28,82.44,No,22,3.49
13967423,Female,Associate's,Yes,2.06,85.13,Yes,7,2.76
9633792,Female,Bachelor's,No,3.41,91.23,Yes,16,2.97
16405125,Male,Doctorate,No,3.82,97.32,No,18,3.74
14718783,Female,Master's,No,2.36,77.65,No,11,2.79
16438936,Male,High School,Yes,2.59,97.06,Yes,6,2.98
2677825,Female,Master's,No,2.98,95.89,No,8,3.77
3905412,Female,High School,Yes,2.69,87.6,No,25,2.97
333104,Male,Master's,No,2.54,99.76,Yes,11,2.03
14943608,Female,Associate's,Yes,2.73,84.83,Yes,25,2.76
4161347,Male,Bachelor's,Yes,2.51,75.27,Yes,21,3.05
14597220,Male,Associate's,Yes,2.16,79.54,No,24,2.26
12999682,Female,Bachelor's,No,3.94,96.88,No,16,3.97
8076270,Female,Associate's,Yes,2.49,93.23,No,13,3.32
4346961,Female,High School,No,2.67,79.6,No,12,2.71
12902519,Female,Doctorate,Yes,3.99,96.34,Yes,6,3.99
5295311,Female,Associate's,Yes,2.56,95.12,Yes,10,3.07
8647528,Male,Bachelor's,No,2.48,85.4,Yes,22,2.39
10901355,Male,Master's,No,3.68,95.64,No,23,3.7
3841140,Female,Associate's,Yes,3.69,92.79,Yes,12,3.53
2686200,Male,Master's,No,3.53,79.25,No,18,2.88
9576995,Male,Bachelor's,Yes,2.03,89.5,Yes,13,1.88
14232803,Female,High School,Yes,2.21,94.52,No,20,2.79
5131726,Male,High School,No,2.2,89.2,No,12,3.19
426662,Male,Doctorate,Yes,3.96,87.26,No,20,3.97
10287229,Male,Master's,No,3.9,83.22,No,11,3.93
6603206,Male,Master's,No,2.82,83.64,No,24,3.92
3380121,Male,High School,No,3.7,84.6,Yes,23,3.61
1459689,Male,Bachelor's,No,3.48,87.23,No,23,3.41
8362031,Female,Bachelor's,Yes,3.51,76.96,No,12,3.34
3985589,Male,Bachelor's,Yes,3.39,80.18,No,12,3.96
8747582,Female,High School,Yes,3.91,93.27,Yes,21,3.98
14975402,Female,Associate's,No,3.18,96.6,No,25,3.49
10647433,Male,Doctorate,No,2.05,86.9,Yes,25,1.73
14391775,Female,Bachelor's,Yes,3.58,90.91,No,5,3.79
4422044,Male,Bachelor's,No,2.24,79.79,Yes,8,1.99
6258899,Male,Bachelor's,No,3.93,96.35,Yes,17,3.71
3989508,Male,Master's,Yes,3.66,87.15,Yes,11,3.9
15879396,Male,High School,Yes,2.57,84.27,Yes,11,2.45
9893924,Male,Doctorate,No,3.4,99.32,Yes,22,3.62
10466397,Male,High School,No,3.07,85.52,Yes,15,3.33
9028719,Male,Master's,No,2.05,92.89,No,22,2.35
449969,Male,High School,No,3.68,82.21,No,25,3.92
9223971,Male,Doctorate,No,2.66,93.34,No,23,2.7
7910585,Male,High School,Yes,3.38,84.24,Yes,9,2.8
14407613,Male,Associate's,No,3.15,97.35,Yes,22,2.69
7552669,Female,Bachelor's,No,2.26,95.48,No,23,2.79
11219633,Male,Master's,No,2.2,85.9,No,7,1.91
513486,Female,Associate's,Yes,2.04,81.49,No,18,1.97
7131340,Female,Doctorate,No,2.21,79.51,Yes,23,1.69
15002652,Female,Associate's,Yes,3.11,94.24,No,10,2.72
11246915,Female,Bachelor's,Yes,3.15,98.25,Yes,13,3.31
16159559,Male,Master's,Yes,2.96,79.69,Yes,7,3.63
9916881,Male,High School,No,2.26,83.7,No,7,2.35
3641699,Female,Doctorate,Yes,3.08,85.53,No,17,3.57
9125326,Male,High School,No,2.47,98.81,No,25,2.43
7899745,Female,Master's,Yes,2.48,94.22,No,13,2.68
2848810,Female,Doctorate,Yes,3.14,92.12,Yes,11,3.14
3170517,Female,High School,No,3.09,94.09,No,23,3.41
12128903,Male,High School,No,3.49,88.41,Yes,25,3.16
1297844,Female,High School,Yes,3.6,78.33,No,13,3.45
12739529,Male,Master's,Yes,3.66,91.36,Yes,25,3.2
6507060,Female,Bachelor's,No,3.65,79.71,No,22,3.64
3742387,Female,High School,Yes,2.31,93.84,No,23,1.87
7617489,Male,Associate's,No,2.51,89.06,Yes,14,2.15
12532811,Female,High School,No,3.27,91.06,Yes,13,3.36
2627408,Female,High School,No,2.85,78.19,No,16,2.88
9661046,Male,Master's,Yes,2.07,75.12,No,10,2.13
16054132,Female,Associate's,Yes,3.56,88.17,Yes,24,3.76
13968945,Male,Doctorate,No,3.33,80.71,No,9,3.83
6640588,Female,High School,Yes,3.24,81.69,No,20,3.06
9673353,Female,Associate's,No,3.19,82.86,No,7,2.94
15824409,Female,High School,No,3.21,76.77,No,15,2.41
16168839,Female,Bachelor's,Yes,3.71,99.55,Yes,6,3.84
13101605,Female,High School,Yes,3.93,96.26,No,12,3.65
6321811,Female,Doctorate,Yes,2.78,94.77,Yes,6,2.6
2159065,Female,Doctorate,Yes,3.28,93.2,No,21,2.65
9747324,Female,Bachelor's,Yes,3.1,83.27,Yes,16,2.91
12579004,Female,High School,No,2.44,83.62,Yes,25,2.35
5990287,Female,Doctorate,No,2.36,81.03,No,11,2.5
2637032,Female,High School,No,3.05,87.21,No,11,3.65
4552203,Male,Doctorate,Yes,2.01,79.49,Yes,19,1.66
10175510,Female,Doctorate,No,2.12,77.22,No,7,2.53
1858680,Male,High School,Yes,3.41,96.3,Yes,24,2.84
14470618,Male,Doctorate,Yes,2.01,92.55,No,7,1.77
11620439,Female,Associate's,Yes,3.92,98.34,Yes,19,3.69
7361741,Male,Associate's,Yes,2.59,85.95,Yes,20,2.91
589038,Female,Master's,Yes,2.14,92.91,No,12,2.09
5468118,Male,Associate's,Yes,2.16,99.61,Yes,8,2.8
5412947,Male,Bachelor's,Yes,2.6,97.15,No,20,2.48
7141707,Male,Associate's,Yes,3.46,76.54,Yes,12,3.89
13400817,Female,Associate's,Yes,3.79,75.21,No,9,3.35
8175330,Female,High School,Yes,3.2,93.91,Yes,6,3.17
12401997,Female,Doctorate,No,3.61,91.04,Yes,12,3.54
13862852,Male,Bachelor's,Yes,3.8,85.48,Yes,18,3.55
8168021,Female,Master's,No,2.12,81.87,Yes,12,2.0
7357260,Female,Master's,No,2.21,99.2,No,6,1.81
12643607,Female,Master's,Yes,3.31,86.57,No,18,2.2
9757972,Male,Associate's,Yes,3.76,90.65,Yes,21,2.83
4329074,Male,Doctorate,Yes,2.32,76.84,Yes,23,3.08
6053187,Female,Doctorate,Yes,2.24,96.79,Yes,22,2.55
11713411,Male,High School,Yes,2.71,91.28,Yes,13,3.68
8105422,Female,Master's,No,3.56,87.89,Yes,12,2.69
15449190,Female,Doctorate,Yes,2.51,81.15,No,14,3.15
6591069,Male,Associate's,No,2.42,94.72,Yes,15,3.05
15851391,Male,Bachelor's,Yes,2.99,76.18,Yes,15,3.43
2451146,Female,Bachelor's,Yes,3.38,92.75,Yes,7,2.76
13098071,Male,Bachelor's,No,2.86,78.3,Yes,8,2.35
6386080,Female,Associate's,No,3.61,75.85,No,16,3.9
843636,Female,High School,Yes,3.03,78.31,No,22,3.4
8950532,Male,Master's,Yes,2.01,91.09,Yes,7,1.65
6121403,Female,Associate's,No,2.06,77.12,Yes,19,1.62
12478926,Female,Associate's,Yes,2.45,80.67,Yes,13,1.73
5010455,Male,Associate's,No,3.15,90.64,Yes,12,3.67
4322784,Female,Associate's,No,2.1,78.97,No,15,1.84
9101641,Male,Master's,No,2.22,87.15,No,15,2.45
11346130,Female,Master's,No,3.02,77.43,No,15,3.39
11670652,Male,Master's,Yes,2.7,98.85,Yes,21,3.2
7004526,Male,High School,No,3.75,79.79,No,16,3.83
704945,Female,High School,Yes,3.82,98.54,No,10,3.61
2300498,Male,Associate's,Yes,2.13,90.76,No,18,2.42
8148692,Female,Associate's,Yes,2.27,86.08,Yes,10,3.08
16441080,Female,Doctorate,Yes,2.45,97.59,Yes,9,3.47
8757140,Male,Bachelor's,No,2.45,91.13,Yes,19,3.23
11659305,Male,Bachelor's,Yes,2.73,92.82,Yes,14,3.12
6957205,Male,Bachelor's,No,3.35,95.48,Yes,18,2.96
2210219,Female,Master's,Yes,2.49,80.1,Yes,24,3.3
11228964,Male,High School,No,2.21,77.05,Yes,16,1.87
10225818,Female,Bachelor's,No,2.83,81.34,No,8,3.5
13461936,Female,Doctorate,Yes,2.05,90.77,No,15,2.81
236955,Male,Bachelor's,No,3.1,88.49,Yes,18,2.99
6738704,Female,Bachelor's,No,2.45,83.34,Yes,17,2.67
16603470,Male,Master's,No,2.98,96.53,Yes,25,2.29
4687849,Male,High School,No,2.93,97.63,Yes,22,3.45
6879989,Female,Associate's,No,3.95,86.21,No,14,3.99
277397,Male,Associate's,Yes,2.44,77.63,No,24,2.17
7303107,Male,Bachelor's,Yes,3.61,88.41,Yes,13,3.54
3468636,Male,Doctorate,Yes,3.92,75.97,Yes,9,3.98
13843366,Male,Doctorate,No,2.25,81.65,Yes,21,1.71
4707843,Female,High School,No,2.14,99.59,Yes,22,2.04
1652968,Male,Doctorate,No,2.84,82.23,No,15,2.96
8557968,Female,Associate's,No,3.99,86.4,Yes,11,3.69
5950359,Female,Doctorate,No,3.12,79.09,Yes,22,2.52
4359185,Female,High School,Yes,2.59,89.03,No,10,2.49
5049413,Male,Bachelor's,No,2.04,84.73,No,16,2.34
5988586,Male,Associate's,Yes,2.4,82.26,No,13,3.01
10657795,Male,Master's,No,3.01,98.18,No,15,3.2
10862594,Male,Bachelor's,No,2.36,77.24,Yes,11,2.31
4292408,Male,High School,No,2.45,94.28,No,22,2.93
6648964,Female,Bachelor's,Yes,3.67,82.69,No,23,3.88
10509829,Female,Associate's,No,2.08,77.29,Yes,18,2.25
4296813,Female,Bachelor's,Yes,3.89,85.05,Yes,9,3.83
1804742,Female,Bachelor's,No,3.57,90.21,No,10,3.89
5702887,Female,Associate's,Yes,2.55,78.72,Yes,20,2.27
3006768,Male,Doctorate,Yes,3.92,97.88,Yes,5,2.92
14383271,Male,High School,Yes,3.28,95.12,Yes,14,3.27
15734522,Male,High School,Yes,2.89,77.85,Yes,22,3.2
3514735,Female,Associate's,Yes,2.11,80.14,No,13,1.73
7814651,Male,Associate's,No,3.23,88.66,No,8,3.09
14250300,Female,Master's,No,2.01,90.86,Yes,24,1.67
9452909,Male,Doctorate,Yes,3.89,94.13,No,24,3.87
2710700,Female,Master's,No,2.89,83.89,Yes,6,2.25
13250111,Male,High School,No,2.09,84.13,No,20,2.35
13682372,Female,High School,Yes,2.26,95.05,Yes,17,2.25
5452121,Male,Master's,No,2.59,87.82,Yes,22,3.56
14736066,Female,Associate's,Yes,3.64,92.89,Yes,13,3.0
11267943,Female,Master's,Yes,3.94,95.26,No,6,3.97
3705074,Male,Bachelor's,No,3.89,77.49,Yes,12,3.64
10492563,Female,Doctorate,No,2.84,89.67,No,25,2.52
12073770,Female,Doctorate,Yes,2.07,97.4,No,20,2.16
9379710,Female,High School,No,2.91,85.31,No,15,3.45
5184765,Female,Doctorate,No,2.43,79.67,No,20,3.05
3275487,Male,Master's,No,2.09,75.81,No,22,2.32
16035058,Male,Doctorate,No,3.4,84.14,No,19,3.93
3898155,Male,High School,No,2.74,79.64,Yes,12,3.4
5693662,Male,Bachelor's,No,3.49,93.3,Yes,13,3.78
4492963,Male,Master's,Yes,3.32,91.67,Yes,21,2.36
12058938,Female,Master's,Yes,2.16,97.4,Yes,19,2.0
12148373,Female,Master's,Yes,2.54,92.51,Yes,8,3.35
7738785,Female,Master's,No,3.42,76.08,Yes,12,3.61
8806423,Male,Bachelor's,No,2.77,97.05,No,14,3.52
7250428,Female,Bachelor's,Yes,3.25,92.23,Yes,25,3.35
4952857,Female,Associate's,No,2.31,92.9,Yes,15,2.07
3934012,Male,Associate's,Yes,3.19,79.45,Yes,9,3.96
547901,Male,Bachelor's,Yes,3.92,78.77,No,8,3.73
10641131,Female,Bachelor's,Yes,2.91,92.74,Yes,16,3.28
15107016,Male,High School,No,2.17,75.46,Yes,11,2.23
11409854,Female,Master's,No,3.85,94.44,No,6,3.34
6097608,Male,Bachelor's,No,3.74,78.6,No,17,3.16
6530755,Male,Bachelor's,No,2.58,76.56,Yes,23,3.08
12901592,Male,Associate's,Yes,2.72,86.27,Yes,15,3.12
6850502,Female,Associate's,No,3.89,77.7,No,16,3.9
11451704,Male,Doctorate,No,2.08,98.01,Yes,7,1.85
3954581,Male,Associate's,Yes,3.09,99.61,Yes,19,2.49
3919210,Female,Master's,Yes,3.2,85.66,No,15,3.18
4017773,Female,Bachelor's,No,3.78,92.44,Yes,25,3.96
16226437,Female,Associate's,No,2.14,86.39,Yes,6,2.05
14708528,Male,Doctorate,No,3.84,76.62,Yes,12,3.82
14454134,Female,Doctorate,Yes,2.79,92.61,No,10,2.91
14341673,Female,Master's,Yes,3.32,87.56,Yes,24,3.5
11716244,Female,Master's,Yes,3.29,96.29,No,24,3.23
5218850,Female,Master's,No,2.1,99.64,No,15,1.69
9190072,Female,Bachelor's,Yes,3.53,85.3,No,24,3.26
8152663,Male,High School,Yes,2.69,92.83,No,23,2.38
16463303,Female,High School,No,3.92,98.4,No,22,3.95
9734586,Male,Associate's,No,2.88,96.45,No,16,2.44
10720044,Male,Bachelor's,No,3.03,75.41,Yes,8,3.04
14267054,Female,Associate's,Yes,3.54,88.62,No,22,2.65
9061639,Male,Master's,No,3.38,81.54,Yes,16,3.41
672263,Female,Doctorate,Yes,3.8,97.89,Yes,25,3.49
5453722,Female,Bachelor's,Yes,2.32,81.87,Yes,24,2.38
15145086,Female,High School,No,2.98,87.21,Yes,11,3.69
12767071,Male,Master's,Yes,2.03,89.29,Yes,12,1.96
2609517,Female,Bachelor's,No,3.81,86.44,No,12,3.81
13162947,Female,High School,Yes,3.96,84.15,No,9,3.88
15829819,Female,Master's,Yes,2.8,75.6,No,20,2.58
2284428,Female,Master's,Yes,2.61,75.7,Yes,12,2.05
13358215,Male,High School,Yes,3.71,96.32,Yes,25,3.58
9802075,Female,Associate's,No,2.82,84.45,Yes,12,2.14
1423098,Female,Master's,No,3.65,96.13,Yes,19,3.74
13679360,Male,Master's,Yes,2.61,87.4,Yes,23,2.73
2845146,Male,Associate's,No,3.26,78.83,Yes,10,3.24
1619808,Male,Associate's,No,3.77,87.2,Yes,25,3.62
798104,Female,Associate's,Yes,3.28,88.46,Yes,20,2.9
6370460,Female,High School,Yes,2.99,75.91,Yes,16,3.65
727212,Female,High School,Yes,3.37,93.67,No,24,3.59
14776013,Male,Associate's,Yes,3.68,75.19,Yes,20,3.93
14396294,Male,Doctorate,Yes,2.44,76.32,No,24,2.65
9160842,Male,Doctorate,Yes,3.13,79.66,No,6,3.28
2600923,Male,Master's,No,2.36,87.88,No,9,3.64
7052957,Female,Associate's,Yes,3.37,87.65,No,21,3.47
14644576,Female,Master's,No,2.18,79.21,Yes,21,2.04
9798501,Male,Doctorate,No,3.84,91.56,Yes,15,3.36
720202,Male,Associate's,Yes,2.95,77.4,Yes,24,2.48
4588109,Male,Master's,No,3.71,81.15,Yes,8,2.78
13863378,Female,Master's,Yes,3.99,88.21,No,15,3.37
3467939,Male,High School,Yes,2.39,95.02,Yes,6,2.48
15201907,Male,Doctorate,Yes,3.88,80.44,Yes,22,3.85
14828546,Male,Doctorate,Yes,3.78,88.8,No,6,3.73
9073921,Male,High School,Yes,3.57,85.98,No,21,2.26
